634,"Subject: christmas tree farm pictures
",ham 
1056,"Subject: just a note
hi ,
i figured something must be occupying your time other than answering
non - business e - mail .
you guys must all be getting double salaries for doing 2 jobs each . - - - -
right ? ( chuckle ) .
if tom really lets you take the time off for the baby and if you really have
the time ; lunch would be great . just give me a call . only if all the ifs
really allow you the time .
is craig ok ? ? i hope .
i would be glad to help with your sprinkler system . my sharpshooter is older
than you are , but i imagine it is built a little better . my requested wages
for that sort of work would make renting a trencher very cheap for you . i
would be happy to come by and keep an eye on the cold beer . that would be
free of charge .
i ' m having a cable modem installed monday . supposed to be 50 - 70 times faster
than what i have . i do way to much jumping around to run off this slow modem .
i can then dump my other phone line . actually will end up spending less for
more speed . i love technology .
thanks for the info on the stock option . that is the closing price as of
1 / 18 / 00 , which is right before the jump . very nice of management . i like to
know the number to see what might be affecting the price .
well good luck on the extra job and give our best to tonya - - - - not much
longer to go . . . . . . . . . . .
ken
- attl . htm",ham
1057,"Subject: welcome to woodworkingtips . com !
* please save this welcome message *
welcome to woodworkingtips . com !
if you ever need to get in contact with the owner of this
list , send email to ( tips manager ) .
go to if you ever want to
change your email address .
thanks for subscribing !
tips manager
and visit our other woodworking and home improvement sites :
100 + downloadable plans on plansnow :
woodsmith magazine :
shopnotes magazine :
workbench magazine :
kits , jigs , tools , project plans :
woodworking magazines back issues :",ham
1058,"Subject: fw : complaint department
this is another fyi from my contact @ lyondell ( 98 - 1063 ) . there is another
message from him to follow this one .
thanks
- jackie -
3 - 9497
- - - - - - - - - - - - - - - - - - - - - - forwarded by jackie young / hou / ect on 03 / 08 / 2000 08 : 45
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" allen , john s . "" on 03 / 07 / 2000 05 : 58 : 25 pm
to : "" wilson , gregory w . ""
cc : "" maake , roger w . "" , "" ' nachlinger , ken ' ""
, "" ' young , jackie ' "" , "" ' mason ,
greg ' "" , "" cucinotta , anthony j . ""
subject : fw : complaint department
what a mess .
> - - - - - original message - - - - -
> from : allen , john s .
> sent : tuesday , march 07 , 2000 5 : 50 pm
> to : graham , travis e .
> subject : complaint department
>
> i hear from midcon this afternoon via voice mail . i understand that they
> were not to happy that they had relief values blowing out being that they
> were coming in with a fixed baseload of 28 for today , and lcr had not
> notified that our present requirement couldn ' t handle that much . i
> understand from utilities this afternoon that the baseload with midcon was
> cut due to lcr ' s limited requirements . i was also notified this evening
> that the planned maintenance on hpl has been extended through tomorrow
> with midcon again scheduled to come in with the 28 baseload .
>
> thanks ,
> john s . allen
> lyondell - citgo refining lp
> 713 - 321 - 5384
> john . allen @ lyondell - citgo . com
>
>
>",ham
1059,"Subject: fw : midcon 9401 ( permanent march file - expanded distribution li
st )
this is message # 2 .
thanks
- jackie -
- - - - - - - - - - - - - - - - - - - - - - forwarded by jackie young / hou / ect on 03 / 08 / 2000 08 : 47
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" allen , john s . "" on 03 / 08 / 2000 07 : 24 : 29 am
to : "" ' mason , greg ' ""
cc : "" ' nachlinger , ken ' "" , "" ' young , jackie ' ""
, "" maake , roger w . ""
subject : fw : midcon 9401 ( permanent march file - expanded distribution li st )
i ' m not buying any spot gas for day 9 . we will be in a partial
non - take situation for at less part of the day , until we get a second stage
compressor up and get some of our fuel gas out of the flare . please bear
with us .
> - - - - - original message - - - - -
> from : allen , john s .
> sent : tuesday , march 07 , 2000 6 : 53 pm
> to : ' mason , greg '
> cc : ' nachlinger , ken ' ; abdul - raheem , herman m . ; dudley , l . o . ; graham ,
> travis e . ; ledet , eugene i . ; maake , roger w . ; moore , kathy d . ; roose ,
> richard e . ; smith , ronald k . ; summers , r . bruce ; wilson , gregory w . ;
> ' shimek , patsy ' ; graham , travis e .
> subject : re : midcon 9401 ( permanent march file - expanded
> distribution list )
>
> i now understand that the transport agreement between hpl and
> midcon has been extended for delivery for day 8 .
>
> 28 midcon
> 13 hpl
>
> swing it down on hpl .
>
>
> - - - - - original message - - - - -
> from : allen , john s .
> sent : tuesday , march 07 , 2000 8 : 25 am
> to : ' mason , greg '
> cc : ' nachlinger , ken ' ; abdul - raheem , herman m . ; dudley , l . o . ; graham ,
> travis e . ; ledet , eugene i . ; maake , roger w . ; moore , kathy d . ; roose ,
> richard e . ; smith , ronald k . ; summers , r . bruce ; wilson , gregory w . ;
> ' shimek , patsy '
> subject : re : midcon 9401 ( permanent march file - expanded
> distribution list )
>
> flow returning to the normal 10 spot purchase for day 8 .
>
> - - - - - original message - - - - -
> from : allen , john s .
> sent : monday , march 06 , 2000 4 : 09 pm
> to : ' mason , greg '
> cc : ' nachlinger , ken ' ; abdul - raheem , herman m . ; dudley , l . o . ;
> graham , travis e . ; ledet , eugene i . ; maake , roger w . ; moore , kathy d . ;
> roose , richard e . ; smith , ronald k . ; summers , r . bruce ; wilson , gregory
> w . ; ' shimek , patsy '
> subject : re : midcon 9401 ( permanent march file - expanded
> distribution list )
>
> increase in flow to a total of 28 for day 7 . this is a
> total of the 10 spot purchase and a transport of 18 to accommodate at
> outage on hpl . this will be occurring at 09 : 00 in the morning . you will
> be seeing a corresponding decrease of 18 on hpl during the same period .
>
>
>",ham
1060,"Subject: 2000 customer trip proposal
please find attached the 2000 customer trip proposal as prepared by myself
and chantelle
villarreal .
you will find included the approval form for the executive office with the
cost per person ( $ 635 . 85 ) . following this page is the agenda that provides
explanation of the anticipated expenses for the meeting . and then finally ,
the 2000 guest list , which includes both * customers , schedulers and managers .
please review as soon as you have time and get back to me with any questions
or concerns you may have .
thanks ! : ) heather choate , x 33278
* hpl customers were not named , but need as soon as possible for submittal to
executive office .",ham
1061,"Subject: re : midcoast marketing
the deals are in and the ticket numbers are jan . 214249 and feb . 214251 .",ham
1062,"Subject: well heads
daren , eog called and said that the well behind 986296 which has been down
for a week from 7100 to 4400 for the last week or so needs to stay at the
4400 for the rest of the month . i changed the ticket for that . this was
per suzanne saldivar . also shoreline reduced the meter 6722 from 30 to 24 .
also changed that . last cody went from 7666 to 7600 at meter 6722 . both
shoreline and cody were per customer request .",ham
1063,"Subject: well head
costilla has sent in a new request , take a look and let me know .
meter current
volume new volume
56639
450 600
9723
269 300
9724
24 10
9687
20 , 486 22 , 250 in
feb . they were in the 21 , 250 range , in jan they started at 14 , 000 mid month
and
reached 23 , 000
by end of month .
9734
8 , 000 11 , 000 in
feb they went from 6 , 000 to 9 , 000 but in jan they only flowed around 600 all
month .
big increase
between months .
5116
55
83",ham
1064,"Subject: 98 - 6719 and 98 - 9676
hi daren ,
can you please check into whether or not the below deals for the above meters
can be rolled and extended ? if so , can you please perform this for me so
that anita can set up an accounting arrangement for me ?
98 - 6719 sitara deal # 166989 flow @ meter began on february 10 th but the deal
is not effective until february the 11 th .
no new deal # referenced and no evergreen flag . this is on the
gathering ( 96026573 ) k which is the only
k @ the meter .
98 - 9676 sitara deal # 151669 deal good from 1 / 1 / 00 - 1 / 31 / 00 but there is
flow for all of february 2000 with no k . this is on the 215 k for 1 / 2000
production which is the only k @ the meter .
thanks
- jackie -
3 - 9497",ham
1065,"Subject: re : 98 - 6719 and 98 - 9676
yes , it is a gtc spot
daren j farmer
03 / 10 / 2000 01 : 54 pm
to : julie meyers / hou / ect @ ect
cc :
subject : 98 - 6719 and 98 - 9676
julie ,
is the contract with cokinos on deal 151669 valid for feb and mar 20000 ?
d
- - - - - - - - - - - - - - - - - - - - - - forwarded by daren j farmer / hou / ect on 03 / 10 / 2000
01 : 52 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
jackie young
03 / 10 / 2000 10 : 39 am
to : daren j farmer / hou / ect @ ect
cc : anita luong / hou / ect @ ect
subject : 98 - 6719 and 98 - 9676
hi daren ,
can you please check into whether or not the below deals for the above meters
can be rolled and extended ? if so , can you please perform this for me so
that anita can set up an accounting arrangement for me ?
98 - 6719 sitara deal # 166989 flow @ meter began on february 10 th but the deal
is not effective until february the 11 th .
no new deal # referenced and no evergreen flag . this is on the
gathering ( 96026573 ) k which is the only
k @ the meter .
98 - 9676 sitara deal # 151669 deal good from 1 / 1 / 00 - 1 / 31 / 00 but there is
flow for all of february 2000 with no k . this is on the 215 k for 1 / 2000
production which is the only k @ the meter .
thanks
- jackie -
3 - 9497",ham
1066,"Subject: sitara position
please use the position manager home button .
when using the sitara position manager , and you drill down to view details
or change the dates , the position manager keeps
all your views running in the background . this feature allows you to use the
back and forward buttons to keep your views running .
on the downside , if you keep these views running but do not really intend to
go back to look at them , the system and your pc are working harder
to keep all the old views active and updated .
the home button sends you back to your default view - the first view you had
up when you hit apply . by clicking this button , your
position manager will clear out the old views the next time you drill in .
this is the only way to clear out the old views that you no longer need .
if you do not use the home key , and keep drilling in and changing the dates ,
the position manager is still keeping all the your views for
the day running in the backgound .
what we have found is by the end of the day , a user that does not clear out
the old views can have well over 30 views open , which is like having
30 position managers up on your pc . when that user closes down , the position
gets locked up for a while as it tries to clear out all the old views .
we will be making some changes soon to that should resolve this issue as far
as the sitara machine is concerned ; however , your pc may still be
slow with excessive unneccessary views open . we could make a change to
limit the number of active views you can have open , but at this time
i am not sure that is necessary ; regardless , in the mean time , please
remember to use your home button .
other helpful hints -
did you know you can shrink you tool bar ? tools options - uncheck show tool
bar text labels -
did you know you can split your position screen to have pipes on top and
zones and meters below ? tools options - show drill down second panel -
if you have an omicron position porfolio - your min / max button shows you
actual - and min / max for your day swing deals .
same works for nom flex portfolio .",ham
1067,"Subject: wellheads
shoreline has sent in a nom change for the 11 th gas day , to take meter 6722
from 24 to 14 . please let me know if you want the change .",ham
1068,"Subject: re : allocation exceptions
daren or stacey : could you please extend deal # 169625 for meter 1520 for
feb . 2000 ?
thanks .
aimee
- - - - - - - - - - - - - - - - - - - - - - forwarded by aimee lannou / hou / ect on 03 / 11 / 2000 09 : 46
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
anita luong
03 / 10 / 2000 05 : 23 pm
to : aimee lannou / hou / ect @ ect
cc :
subject : re : allocation exceptions
meter 5191 track id is 89328 .
meter 1520 need to extend or deal or add new deal .
aimee lannou 03 / 10 / 2000 02 : 57 pm
to : anita luong / hou / ect @ ect
cc :
subject : allocation exceptions
anita - i need some accounting arrangements created for two meters .
meter contract receipt / delivery counterparty deal # last month allocated
5191 gathering receipt tri - union development 100896
corp . 138661 jan 00
1520 hpl 215 delivery engage 169625 jan 00
if youneed more information , please let e know .
- aimee",ham
1069,"Subject: re : 98 - 6719 and 98 - 9676
robert ,
i ' ve taken care of 98 - 6719 ( as far as getting it out of my allocation
exception screen ) . i ' m going to place 98 - 9676 on strangers gas until you
hear back from daren or julie .
should daren or julie get back w / you , while i ' m on vacation , please get back
w / anita luong and provide her with the k # given to you ( by daren or julie )
as well as the dates of 2 / 1 - 2 / 29 ( even though 3 / 1 / 2000 is reflected in my
allocation exception screen ) so that she can provide you with an accounting
arrangement to place february ' s volumes on @ this meter .
it looks as though this meter is flowing starting 3 / 1 / 2000 . i guess that the
trader will eventually place a deal in sitara for this meter .
thanks
- jackie -
3 - 9497
- - - - - - - - - - - - - - - - - - - - - - forwarded by jackie young / hou / ect on 03 / 11 / 2000 12 : 00
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
daren j farmer
03 / 10 / 2000 03 : 22 pm
to : jackie young / hou / ect @ ect
cc :
subject : re : 98 - 6719 and 98 - 9676
i extended the deal at mtr 6719 to include 2 / 10 . in the future , please run
all wellhead deals through tom acton first .
i ' ve got a message into julie meyers to look into the contract at meter 9676 ,
and will let you know what she determines .
d
jackie young
03 / 10 / 2000 10 : 39 am
to : daren j farmer / hou / ect @ ect
cc : anita luong / hou / ect @ ect
subject : 98 - 6719 and 98 - 9676
hi daren ,
can you please check into whether or not the below deals for the above meters
can be rolled and extended ? if so , can you please perform this for me so
that anita can set up an accounting arrangement for me ?
98 - 6719 sitara deal # 166989 flow @ meter began on february 10 th but the deal
is not effective until february the 11 th .
no new deal # referenced and no evergreen flag . this is on the
gathering ( 96026573 ) k which is the only
k @ the meter .
98 - 9676 sitara deal # 151669 deal good from 1 / 1 / 00 - 1 / 31 / 00 but there is
flow for all of february 2000 with no k . this is on the 215 k for 1 / 2000
production which is the only k @ the meter .
thanks
- jackie -
3 - 9497",ham
1070,"Subject: kingwood cove march specials ! !
welcome & enjoy kingwood cove golf specials . please take advantage of the
special offers . you will receive notices weekly or bi - weekly . if you no
longer wish to receive these messages , simply reply with your request .
keep it in the fairway .
free green fees in march
monday & tuesday - after 10 am
golf invitaion good for up to 4 players
cart rental required .
must present e - mail invitation prior to registration .
not valid with other offers or tournaments . expires 03 / 31 / 00
call now to book your tee - time .
281 - 358 - 1155 .
or
millennium special offer
wednesday & thursday - anytime $ 21 per player
friday , saturday , sunday & holidays after 10 am $ 28 per player
golf invitation good for up to 4 players .
recieve 1 / 2 cart , green fee , range balls
plus a sleeve of xl 2000 golf balls .
must present e - mail invitation prior to registration .
not valid with other offers or tournaments . expires 03 / 31 / 00
call now to book your tee - time .
281 - 358 - 1155 .
* golf lesson special
* lessons save $ 10
buy two or more lessons and save $ 10 per lesson
fine tune your swing now . expires 03 / 31 / 00 .
spring break jr . clinic march 13 th - 15 th .
reminder
get your company leagues rolling for the spring
or start planning for company / charity tournaments . we are
booking for spring 2000 and beyond , get the date of your choice today .
for information contact billy or paul 281 - 358 - 1155 .",ham
1071,"Subject: initial - cp name change / merger 3 / 2000
this is the initial merger / name change notice for march 2000 .
i will update the counterparty records with the new legal names tomorrow ,
3 / 14 , unless i hear from someone that this is an issue . copies of the
documents will be sent out this afternoon .
i do have additional information to send out later this month . if there are
any questions , please give us call . thanks !
marilyn colbert 3 - 6517
mary botello 3 - 3103",ham
1072,"Subject: valero gas marketing ; meter # : 8018 / sitara ticket # 148376
effective march 11 th valero has not pulled any gas on a 35 . 0 / day
nomination .
do you want to arrange a buyback for this activity . there is a buyback
ticket { # 148381 } available
to handle any underage .
i am being told this interconnect will be down 2 - weeks ; effective march
11 th .",ham
1073,"Subject: valero gas marketing ; meter # : 8018 / sitara ticket # 148376
fyi . . . only !
gary agreed to let the deficiency volumes hit the buyback that is set
presently .
- - - - - - - - - - - - - - - - - - - - - - forwarded by robert e lloyd / hou / ect on 03 / 13 / 2000
02 : 25 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : robert e lloyd 03 / 13 / 2000 02 : 09 pm
to : gary w lamphier / hou / ect @ ect , stacey neuweiler / hou / ect @ ect , daren j
farmer / hou / ect @ ect
cc : pat clynes / corp / enron @ enron , aimee lannou / hou / ect @ ect
subject : valero gas marketing ; meter # : 8018 / sitara ticket # 148376
effective march 11 th valero has not pulled any gas on a 35 . 0 / day
nomination .
do you want to arrange a buyback for this activity . there is a buyback
ticket { # 148381 } available
to handle any underage .
i am being told this interconnect will be down 2 - weeks ; effective march
11 th .",ham
1074,"Subject: amoco energy 2 / 00
daren :
you put this in , do have a clue ?
julie
- - - - - - - - - - - - - - - - - - - - - - forwarded by julie meyers / hou / ect on 03 / 13 / 2000 04 : 30
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : megan parker @ enron 03 / 13 / 2000 04 : 17 pm
to : julie meyers / hou / ect @ ect
cc : daren j farmer / hou / ect @ ect
subject : amoco energy 2 / 00
we have a purchase deal in the system , 205116 , for feb . 2000 production that
amoco does not show . can you tell me the trader ' s name at amoco that the
deal was done with ?
megan",ham
1075,"Subject: re : valero gas marketing ; meter # : 8018 / sitara ticket # 148376
please zero out the volumes until further notice . the plant is scheduled to
come up on march 26 and we will treat it as force majeure at this time .
from : robert e lloyd 03 / 13 / 2000 02 : 28 pm
to : howard b camp / hou / ect @ ect
cc : stacey neuweiler / hou / ect @ ect , daren j farmer / hou / ect @ ect , gary w
lamphier / hou / ect @ ect
subject : valero gas marketing ; meter # : 8018 / sitara ticket # 148376
fyi . . . only !
gary agreed to let the deficiency volumes hit the buyback that is set
presently .
- - - - - - - - - - - - - - - - - - - - - - forwarded by robert e lloyd / hou / ect on 03 / 13 / 2000
02 : 25 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : robert e lloyd 03 / 13 / 2000 02 : 09 pm
to : gary w lamphier / hou / ect @ ect , stacey neuweiler / hou / ect @ ect , daren j
farmer / hou / ect @ ect
cc : pat clynes / corp / enron @ enron , aimee lannou / hou / ect @ ect
subject : valero gas marketing ; meter # : 8018 / sitara ticket # 148376
effective march 11 th valero has not pulled any gas on a 35 . 0 / day
nomination .
do you want to arrange a buyback for this activity . there is a buyback
ticket { # 148381 } available
to handle any underage .
i am being told this interconnect will be down 2 - weeks ; effective march
11 th .",ham
1076,"Subject: nom for 3 / 14 and 3 / 15
well , i goofed up the email again .
the dates we are reducing noms for are 3 / 14 and 3 / 15 .
i ' ll call on wednesday am about thursday numbers .",ham
1077,"Subject: nomination fvor 2 / 14 / 2000 and 2 / 15 / 2000
the nomination for 3 / 13 / 2000 into eastrans is 60 , 000 mmbtu / d ,
50 , 000 will come from pg & e
7 , 000 from fcv
3 , 000 into cartwheel agreement at carthage .
we plan to go back to 75 , 000 on thurs . , 3 / 16 . i
will advise wed morning .",ham
1078,"Subject: well head
stacy , bill moore from texaco called and the well at meter 9826 which came
on at the beginning of the month at 2 , 000 a day has dropped of to 1 , 200 a
day . bill would like to change the nom to 900 so we balance for the month .
let me know what you think and i ' ll get back with him .",ham
1079,"Subject: weekend noms will either of you forward to ken lay
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 03 / 13 / 2000
04 : 30 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
royal _ b _ edmondson @ reliantenergy . com on 03 / 10 / 2000 10 : 57 : 58 am
to : ami _ chokshi @ enron . com , ggrant @ enron . com
cc :
subject : weekend noms will either of you forward to ken lay
( see attached file : egmnom - mar . xls )
- egmnom - mar . xls",ham
1080,"Subject: bpa rate case - seasonal rates
- - - - - - - - - - - - - - - - - - - - - - forwarded by mary hain / hou / ect on 03 / 14 / 2000 08 : 48 am
- - - - - - - - - - - - - - - - - - - - - - - - - - -
enron capital minnesota power
and light co . , opinion no . 12 , issued april 14 , 1978 , mimeo at 24 - 5 .
[ 65 , 229 ]
in both cases , the commission rejected rate design features where there was
no evidence in the record showing that the rate design features reflected
cost incurrence , id . in its order setting this proceeding for hearing , the
commission took note of edison ' s proposed seasonal differential and
specifically directed that the parties fully address the issues related to
the cost support for the seasonal rate design , commission order issued march
30 , 1979 , mimeo at 4 - 5 . on october 9 , 1980 , the parties were directed by the
presiding judge to identify in their initial briefs the portions of the
record that relate to cost support for the seasonal differential .
the requirement that edison provide cost support for its seasonal
differential , as discussed supra , is also set forth in the commission ' s
filing requirements for rate schedules : if the rate design is intended to
reflect costs , the applicant must show how it reflects costs ; if the rate
design is not intended to reflect costs , the applicant must justify the
departure from costbased rates , 18 cfr o 35 . 13 ( b ) ( 4 ) ( iii ) statement p .
edison ' s seasonal differential is intended to lessen the costs imposed upon
it by its prominent summer peak . edison reasons that , since it must build
capacity to meet its prominent summer peak , charging more in the summer would
give customers an incentive to control their summer demands and , therefore ,
edison ' s cost of adding capacity would be reduced ( tr . 169 ) . accordingly ,
edison must show how its seasonal differential reflects the costs imposed on
it by summer demand , under the commission ' s filing requirements in 18 cfr o 35 .
13 ( b ) ( 4 ) ( iii ) statement p . further , even purpa section 111 ( d ) ( 4 ) relied upon
by edison states that rates "" shall be on a seasonal basis which reflects the
costs of providing service to such class of consumers at different seasons of
the year to the extent that such costs vary seasonally for such utility . ""
( emphasis added . )
further , support for relying on marginal rather than average costs comes from
the commission itself . in its order of march 30 , 1979 setting this cause for
hearing , mimeo at 4 , 5 , the commission , in commenting on time of day and
seasonal rates , mentioned that it encourage innovative rate design to match
more closely rates to costs . in this regard , the commission cited its order
no . 537 , supra at 4 , which specifically suggests use of pricing mechanisms
based on marginal cost principles
[ 65 , 236 ]
for jurisdictional wholesale sales . under the circumstances in this case ,
where the sale of economy energy is related to edison ' s costs in adding or
eliminating additional excess capacity , it is appropriate to establish the
price for economy transactions on marginal costs . this provides a more close
matching of the rate to the cost than would a rate design based on average
costs . accordingly , winnetka ' s position on pricing of economy energy will not
be adopted .
affirmed and reversed - see next paragraph
comm - opinion - order , 23 ferc ? 61 , 219 , commonwealth edison company , docket nos .
er 79 - 182 - 000 and er 80 - 106 - 000 , ( may 12 , 1983 )
turning to commonwealth ' s exceptions , we find that the judge correctly
rejected the seasonal differential . even if we accept the company ' s
interpretation of purpa , it still has not cited any record evidence
whatsoever of a difference in costs between summer and nonsummer months .
without at least some showing of a cost difference , it is impossible to make
a judgment on the reasonableness of the company ' s 15 . 25 % proposal . we
therefore uphold the judge on this point .
we reverse the judge ' s adoption of a price set at 110 % of the utility ' s
incremental costs , however , and approve the type - b split - savings method
proposed by commonwealth . under this method , economy transactions are
arranged for a 12 - hour or similar period at a fixed price based on cost
estimates at the time of the agreement . if the utility ' s incremental costs
rise to the point that continued supply would become burdensome , the utility
may terminate supply . we find this method superior to that proposed by staff
in that implementation is greatly simplified . cost determinations need not be
made as frequently .
related to pmas
reg - preamble , fercsr ? 36 , 710 , procedures for public participation in power
and transmission rate adjustments and extensions , december 31 , 1980 , 10 cfr
903 , 45 fr 86976
[ 36 , 741 ]
historically , many purpa - type standards have been used in designing wholesale
rates for the sale of federal hydroelectric power . pmas analyze costs to
establish revenue requirements and consider this information in designing
rates . declining block rates for energy were once used by the pmas but
subsequently were found inappropriate and eliminated from rate schedules .
many of the pmas for years have been effectively using various forms of load
management measures in their rate schedules , such as scheduling limitations ,
loadshaping , capacity and energy overrun charges , etc . bpa has had a history
of using seasonal rates for wholesale firm capacity and energy and also
offered its direct service industrial customers interruptible rates some time
ago . southwestern has had interruptible capacity rates in effect since 1957 .
these examples demonstrate the willingness of the pmas to implement
purpa - type standards where applicable .
many of these purpa - type standards , when applied appropriately in the design
of pma rates , can serve to implement the purposes of purpa by encouraging
conservation of energy , efficient use of resources and facilities , and
equitable rates . the public participation process will provide an opportunity
to examine these and other appropriate concepts .
the pmas will continue to review and revise their power marketing practices
on a system - by - system basis to serve the purpa objectives . the assistant
secretary for resource applications , working with the administrators of the
power administrations , and after receiving public comment , will consider the
adoption of rate design guidelines , similar in form to the guidelines in ra
6120 . 2 on financial accounting and ratemaking , which will reflect the
experience gained by the pmas in their system - by - system approach to rate
design .
related to purpa
fed - law , fercsr ? 5021 , purpa , sec . 111 . consideration and determination
respecting certain ratemaking standards .
( 4 ) seasonal rates . - - the rates charged by an electric utility for providing
electric service to each class of electric consumers shall be on a seasonal
basis which reflects the costs of providing service to such class of
consumers at different seasons of the year to the extent that such costs vary
seasonally for such utility .
fed - reg - notice , fercsr ? 37 , 503 , doe responsibilities under title i of purpa
( 4 ) seasonal rates shall be established where costs vary by season ;
prop - reg - preamble , fercsr 1988 - 1998 ? 32 , 457 , administrative determination of
full avoided costs , sales of power to qualifying facilities , and
inter - connection facilities , march 16 , 1988 , docket no . rm 88 - 6 - 000 , 53 fr
9331 , 55 fr 31882
pricing flexibility may take several different forms . for instance , a
contract could provide qfs with a price floor applicable to all the power
supplied to the utility , but still provide for higher variable unit prices
reflecting daily or seasonal periods . the price floor would provide the
revenue stream necessary for the qf to secure financial support while
[ 32 , 174 ]
the price variability would induce the qf to maximize deliveries in peak - load
periods when the utility values additional supplies most . of course , the
price floor should not exceed the minimum value of the utility ' s avoided
cost . similarly , a contract could provide for a two part price - - a fixed
payment for capacity and an energy price for power delivered . the qf would be
assured a minimum revenue stream based on the value of its capacity . the
variable energy component would allow the utility to dispatch the qf capacity
only when it was economic . whatever the pattern of contract payments , rates
for purchases from qfs should always reflect how well the characteristics of
the suppliers ' power match the purchasing utility ' s need . this will ensure
that the qf will make most production decisions on the basis of rates
reflecting avoided costs ( rather than the guaranteed average rate ) and , at
the same time , will receive revenues sufficient to attract investors .
to avoid problems such as those associated with take - or - pay contracts in the
natural gas industry , the commission wishes to stress the danger of including
forecasted fuel costs in the fixed rate structure of long - term contracts ,
especially in combination with the specification of minimum purchase
quantities . the commission also encourages the use of time - of - day and
seasonal rates in flexible pricing structures for long - term contracts .
reg - preamble , fercsr 1977 - 1981 ? 30 , 128 , small power production and
cogeneration facilities ; regulations implementing section 210 of the public
utility regulatory policies act of 1978 , order no . 69 , february 25 , 1980 ,
docket no . rm 79 - 55 , 18 cfr 292 , 45 fr 12214 , 45 fr . . .
rather than specifying that exact time - of - day or seasonal rates for purchases
are required , however , the commission believes that the selection of a
methodology is best left to the state regulatory authorities and nonregulated
electric utilities charged with the implementation of these provisions .",ham
1081,"Subject: kn changes upstream on the 60 k to 92155 for the 5 , 000 and we bring
in 3 , 000 for champians also kn 92155 on the 201 . . . . no other changes
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 03 / 14 / 2000
11 : 41 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
royal _ b _ edmondson @ reliantenergy . com on 03 / 14 / 2000 10 : 57 : 07 am
to : ami _ chokshi @ enron . com , ggrant @ enron . com
cc :
subject : kn changes upstream on the 60 k to 92155 for the 5 , 000 and we bring
in 3 , 000 for champians also kn 92155 on the 201 . . . . no other changes
( see attached file : egmnom - mar . xls )
- egmnom - mar . xls",ham
1082,"Subject: calpine daily gas nomiantion
per our phone conversation . >
- calpine daily gas nomination 1 . doc",ham
1083,"Subject: address change - - ken seaman
new address for ken seaman
buylow @ houston . rr . com
later
ken
- attl . htm",ham
1084,"Subject: 1999 hpl unaccounted for
per discussions that hopefully most of you have or will have with your
respective managers , you have been selected to be a part of a team to address
various issues associated with reconciling and clearing 1999 ua 4 . the scope
of the team will be to work as a team , on production months where the ua 4
number per our accounting systems is considerably larger in comparison to
what the pipeline balancing reports has as unaccounted for . this team will
be dedicated fully to this effort and will need to be prepared to contribute
whatever hours are needed to get the desired results . yvette will be
locating a room that we can occupy for all of this week and next week . this
room will be a "" war room "" . everyone is expected to report to the "" war room ""
on a daily basis and should expect to be there unless something extremely
pressing causes you to have to leave or people need to go back to their
offices to retrieve data or information . the expectations are that this
group will work to identify any volume discrepancies , adjustments , etc . and
be able to either correct or quantify those volumetric adjustments by no
later than mar . 24 , 2000 . this team is effective as of tomorrow , mar . 16 ,
2000 at 9 : 00 a . m .
yvette - please try to locate a room by then and notify the above team members
of the location . in the case that you are not able to find a room right
away , please have everyone go to brenda ' s office in eb 3748 at 9 : 00 a . m .
the items on the radar screen to address in resolving volume issues are :
1 . king ranch
2 . gulf plains plant
3 . gulf energy imbalance
4 . hanover treaters
5 . south texas treaters
6 . tejas gas p / l imbalance
7 . channel a / s line unaccounted for
8 . third party imbalances - mops vs . pops",ham
1085,"Subject: nominations for eastrans reciept for 3 / 15 and following .
also , 23 , 000 mmbtu into enron ' s cartwheel agreementat the hub .
- - - - - - - - - - - - - - - - - - - - - - forwarded by bruce mcmills / ftworth / pefs / pec on
03 / 15 / 2000
03 : 48 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
bruce mcmills
03 / 15 / 2000 03 : 28 pm
to : dfarmer @ enron . com , stacey . neuweiler @ enron . com , briley @ enron . com
cc : jim i . fields / gcs / cec / pec @ pec , chad w . cass / gcs / cec / pec @ pec , william e .
speckels / gcs / cec / pec @ pec , michael r . cherry / easttexas / pefs / pec @ pec ,
darrel
f . bane / easttexas / pefs / pec @ pec
subject : nominations for eastrans reciept for 3 / 15 and following .
as we discussed , due to weather we decided to reschedule our maintenance ,
and noms have been returned to 75 , 000 mmbtu / d effective today and following ,
until further notice . 15 , 000 mmbtu will come from cipco into mobil beaumont ,
50 , 000 into pg & e , and 7 , 000 from fuels cotton valley into hpl .
unless a problem arises , we plan to stay at this level until tuesday ,
3 / 21 / 2000 ,
when we will go down some for 1 day only .",ham
